"Record ID","Repeat Instrument","Repeat Instance","Historic Data","Date Record Entered:","Type of Climb","Date of Climb","Name of Climb:","Grade of Climb (YDS):","Grade of Climb (YDS):","Grade of Climb (Fr):","Grade of Climb (Fr):","Grade of Climb (V Scale):","Grade of Climb (V Scale):","Difficulty Calc","Type of Protection:","Type of Ascent:","Type of Ascent:",Repeat?,"Second Go?",Followed?,"Pink Point?","Notes about the Climb","Climbing Area:","Wall/Boulder Within Area:",Latitude,Longitude,Complete?,"Upload Picture","Picture Notes:",Complete?
290,,,Yes,2018-10-03,Route,2013-11-10,"Cro-Magnon Warrior",5.12b,5.12b,,,,,18,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Doors",,,Complete,,,
291,,,Yes,2018-10-03,Route,2013-11-10,"Little Johnny Jewel",5.11b,5.11b,,,,,14,Sport,Onsight,,,,,,,"Jackson Falls","The Doors",,,Complete,,,
292,,,Yes,2018-10-03,Route,2013-11-10,"Amoeba Brains",5.10d,5.10d,,,,,12,Sport,Onsight,,,,,,,"Jackson Falls","The Doors",,,Complete,,,
293,,,Yes,2018-10-03,Route,2013-11-10,"Everybody Needs Friends",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Beaver Wall",,,Complete,,,
294,,,Yes,2018-10-03,Route,2013-11-10,"Songs from the Wood",5.10a,5.10a,,,,,9,Sport,Onsight,,,,,,,"Jackson Falls","Spleef Peak",,,Complete,,,
295,,,Yes,2018-10-03,Route,2013-11-10,"Cro-Magnon Warrior",5.12b,5.12b,,,,,18,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","The Doors",,,Complete,,,
296,,,Yes,2018-10-03,Route,2013-11-15,"Break Away",5.9,5.9,,,,,8,Sport,Flash,,,,,,,"Castle Rock","The Point Buttress",,,Complete,,,
297,,,Yes,2018-10-03,Route,2013-11-15,"Orange Peel",5.10a,5.10a,,,,,9,Sport,Onsight,,,,,,,"Castle Rock","The Point Buttress",,,Complete,,,
298,,,Yes,2018-10-03,Route,2013-11-15,"Brown Streak",5.10c,5.10c,,,,,11,Sport,Onsight,,,,,,,"Castle Rock","The Point Buttress",,,Complete,,,
299,,,Yes,2018-10-03,Route,2013-11-15,Streaker,5.11a,5.11a,,,,,13,Sport,"Red Point",,,"Second Go",,,,"Castle Rock","The Point Buttress",,,Complete,,,
300,,,Yes,2018-10-03,Route,2013-11-15,Turrets,5.11a,5.11a,,,,,13,Sport,"Hang/Attempted - No Send",,,,,,,"Castle Rock","The Point Buttress",,,Complete,,,
301,,,Yes,2018-10-03,Route,2013-11-24,"Latex Lover",5.11a,5.11a,,,,,13,Sport,Onsight,,,,,,,Obed,"Middle Obed",,,Complete,,,
302,,,Yes,2018-10-03,Route,2014-01-01,"Anchors Away",5.7,5.7,,,,,6,Sport,Onsight,,,,,,,"Kings Bluff","Lonesome Wall",,,Complete,,,
303,,,Yes,2018-10-03,Route,2014-01-01,"Prelude to Harvest",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Kings Bluff","Lonesome Wall",,,Complete,,,
304,,,Yes,2018-10-03,Route,2014-01-01,"Short and Sporty",5.10c,5.10c,,,,,11,Sport,Onsight,,,,,,,"Kings Bluff","Lonesome Wall",,,Complete,,,
305,,,Yes,2018-10-03,Route,2014-01-01,"Mister Green Jeans",5.8,5.8,,,,,7,Sport,Onsight,,,,,,,"Kings Bluff","Lonesome Wall",,,Complete,,,
306,,,Yes,2018-10-03,Route,2014-01-01,"Captain Kangaroo",5.10a,5.10a,,,,,9,Sport,Onsight,,,,,, ,"Kings Bluff","Lonesome Wall",,,Complete,,,
307,,,Yes,2018-10-03,Route,2014-01-01,"Northern Invader",5.12a,5.12a,,,,,17,Sport,Flash,,,,,,,"Kings Bluff","Lonesome Wall",,,Complete,,,
308,,,Yes,2018-10-03,Route,2014-01-17,Passages,5.8,5.8,,,,,7,Trad,Onsight,,,,,, ,"Tennessee Wall","T-Wall East",,,Complete,,,
309,,,Yes,2018-10-03,Route,2014-01-17,"Super Slide",5.10a,5.10a,,,,,9,Sport,"Top Rope",,,,,,,"Tennessee Wall","T-Wall East",,,Complete,,,
310,,,Yes,2018-10-03,Route,2014-01-17,"Cake Walk",5.10a,5.10a,,,,,9,Trad,"Red Point",,,,,"Pink Point",,"Tennessee Wall","T-Wall East",,,Complete,,,
311,,,Yes,2018-10-03,Route,2014-01-17,"Prerequisite for Excellence",5.8,5.8,,,,,7,Trad,Onsight,,,,,,,"Tennessee Wall","T-Wall East",,,Complete,,,
312,,,Yes,2018-10-03,Route,2014-01-17,"I'm Late",5.7,5.7,,,,,6,Trad,Onsight,,,,,,,"Tennessee Wall","T-Wall East",,,Complete,,,
313,,,Yes,2018-10-03,Route,2014-01-17,"Razor Worm",5.8,5.8,,,,,7,Trad,Onsight,,,,,, ,"Tennessee Wall","T-Wall East",,,Complete,,,
314,,,Yes,2018-10-03,Route,2014-01-19,"Engineering a Goat Rope",5.7,5.7,,,,,6,Sport,Onsight,,,,,, ,"Kings Bluff","The Alley",,,Complete,,,
315,,,Yes,2018-10-03,Route,2014-01-19,"Grin N' Bare It",5.10c,5.10c,,,,,11,Sport,Onsight,,,,,, ,"Kings Bluff","The Alley",,,Complete,,,
316,,,Yes,2018-10-03,Route,2014-01-19,"The Bearded One",5.8,5.8,,,,,7,Sport,Onsight,,,,,, ,"Kings Bluff","The Alley",,,Complete,,,
317,,,Yes,2018-10-03,Route,2014-01-19,"Born on the 4th of July",5.9,5.9,,,,,8,Sport,Flash,,,,,, ,"Kings Bluff","Lonesome Wall",,,Complete,,,
318,,,Yes,2018-10-03,Route,2014-01-19,"Elevator Shoes",5.10a,5.10a,,,,,9,Sport,Onsight,,,,,, ,"Kings Bluff","The Quiet Zone",,,Complete,,,
319,,,Yes,2018-10-03,Route,2014-01-19,"Old Fart",5.8,5.8,,,,,7,Sport,Onsight,,,,,, ,"Kings Bluff","The Alley",,,Complete,,,
320,,,Yes,2018-10-03,Route,2014-02-16,Flip,5.9,5.9,,,,,8,Sport,"Red Point",,,,,, ,Obed,"Middle Obed",,,Complete,,,
321,,,Yes,2018-10-03,Route,2014-02-16,Tieranny,5.12a,5.12a,,,,,17,Sport,"Red Point",,,,,,,Obed,"Tieranny Wall",,,Complete,,,
322,,,Yes,2018-10-03,Route,2014-02-17,"Woke Up on a Railroad Tie",5.10a,5.10a,,,,,9,Sport,Flash,,,,,, ,Obed,"Little Clear",,,Complete,,,
323,,,Yes,2018-10-03,Route,2014-02-17,"6 Oz. Shot Glass",5.10b,5.10b,,,,,10,Sport,Flash,,,,,, ,Obed,"Little Clear",,,Complete,,,
324,,,Yes,2018-10-03,Route,2014-02-17,Dickel,5.10c,5.10c,,,,,11,Sport,Flash,,,,,,,Obed,"Little Clear",,,Complete,,,
325,,,Yes,2018-10-03,Route,2014-02-28,Swindled,5.11a,5.11a,,,,,13,Sport,Onsight,,,,,,,"Castle Rock","Main Area",,,Complete,,,
326,,,Yes,2018-10-03,Route,2014-02-28,"Optional Ethics",5.10b,5.10b,,,,,10,Sport,Flash,,,,,,,"Castle Rock","Main Area",,,Complete,,,
327,,,Yes,2018-10-03,Route,2014-02-28,"El Che",5.12b,5.12b,,,,,18,Sport,"Hang/Attempted - No Send",,,,,,,"Castle Rock","Main Area",,,Complete,,,
328,,,Yes,2018-10-03,Route,2014-03-02,"El Che",5.12b,5.12b,,,,,18,Sport,"Red Point",,,"Second Go",,,,"Castle Rock","Main Area",,,Complete,,,
329,,,Yes,2018-10-03,Route,2014-03-02,"The Turret",5.11a,5.11a,,,,,13,Sport,"Red Point",,,"Second Go",,,,"Castle Rock","Main Area",,,Complete,,,
330,,,Yes,2018-10-03,Route,2014-03-09,"Umbrella Girl",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Royal Arches",,,Complete,,,
331,,,Yes,2018-10-03,Route,2014-03-09,"The Reckoning",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Battle Axe Tower",,,Complete,,,
332,,,Yes,2018-10-03,Route,2014-03-10,"Everybody Needs Friends",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Beaver Wall",,,Complete,,,
333,,,Yes,2018-10-03,Route,2014-03-10,"The Reckoning",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Battle Axe Tower",,,Complete,,,
334,,,Yes,2018-10-03,Route,2014-03-10,"Viking Blood",5.12b,5.12b,,,,,18,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Battle Axe Tower",,,Complete,,,
335,,,Yes,2018-10-03,Route,2014-03-10,"Tazmanian Devil",5.12b,5.12b,,,,,18,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Beaver Wall",,,Complete,,,
336,,,Yes,2018-10-03,Route,2014-03-10,"Viking Blood",5.12c,5.12c,,,,,19,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Battle Axe Tower",,,Complete,,,
337,,,Yes,2018-10-03,Route,2014-03-31,STD,5.10a,5.10a,,,,,9,Sport,Onsight,,,,,,,"Red River Gorge","PMRP, Courtesy Wall",,,Complete,,,
338,,,Yes,2018-10-03,Route,2014-03-31,Bulldozer,5.10a,5.10a,,,,,9,Sport,Onsight,,,,,,,"Red River Gorge","PMRP, The Shire",,,Complete,,,
339,,,Yes,2018-10-03,Route,2014-03-31,"Team Wilander",5.11c,5.11c,,,,,15,Sport,"Red Point",,,"Second Go",,,,"Red River Gorge","PMRP, The Shire",,,Complete,,,
340,,,Yes,2018-10-03,Route,2014-03-31,"Welcomed Guest",5.11d,5.11d,,,,,16,Sport,"Hang/Attempted - No Send",,,,,,,"Red River Gorge","PMRP, Courtesy Wall",,,Complete,,,
341,,,Yes,2018-10-03,Route,2014-03-31,K.S.B.,5.10d,5.10d,,,,,12,Sport,Onsight,,,,,,,"Red River Gorge","PMRP, The Shire",,,Complete,,,
342,,,Yes,2018-10-03,Route,2014-04-01,"Some Humans Ain't Human",5.10c,5.10c,,,,,11,Sport,Onsight,,,,,,,"Red River Gorge","Muir Valley, Sunnyside",,,Complete,,,
343,,,Yes,2018-10-03,Route,2014-04-01,"Get on the Good Foot",5.8,5.8,,,,,7,Sport,Flash,,,,,, ,"Red River Gorge","Muir Valley, Bruise Brothers Wall",,,Complete,,,
344,,,Yes,2018-10-03,Route,2014-04-01,"Dingo the Gringo",5.10c,5.10c,,,,,11,Sport,Flash,,,,,, ,"Red River Gorge","Muir Valley, Sunnyside",,,Complete,,,
345,,,Yes,2018-10-03,Route,2014-04-01,"Suppress the Rage",5.12a,5.12a,,,,,17,Sport,Onsight,,,,,,,"Red River Gorge","Muir Valley, Sunnyside",,,Complete,,,
346,,,Yes,2018-10-03,Route,2014-04-01,"Rat Stew",5.10a,5.10a,,,,,9,Sport,Onsight,,,,,, ,"Red River Gorge","Muir Valley, Bruise Brothers Wall",,,Complete,,,
347,,,Yes,2018-10-03,Route,2014-04-01,Continental,5.12a,5.12a,,,,,17,Sport,"Red Point",,,"Second Go",,,,"Red River Gorge","Muir Valley, Sunnyside",,,Complete,,,
348,,,Yes,2018-10-03,Route,2014-04-01,"Critters on the Cliff",5.10d,5.10d,,,,,12,Sport,Onsight,,,,,, ,"Red River Gorge","Muir Valley, Bruise Brothers Wall",,,Complete,,,
349,,,Yes,2018-10-03,Route,2014-04-01,"Kokopeli's Dream",5.9,5.9,,,,,8,Sport,Flash,,,,,, ,"Red River Gorge","Muir Valley, Sunnyside",,,Complete,,,
350,,,Yes,2018-10-03,Route,2014-04-01,Machete,5.10b,5.10b,,,,,10,Sport,Onsight,,,,,, ,"Red River Gorge","Muir Valley, Sunnyside",,,Complete,,,
351,,,Yes,2018-10-03,Route,2014-04-01,"Weed Eater",5.11b,5.11b,,,,,14,Sport,Flash,,,,,, ,"Red River Gorge","Muir Valley, Sunnyside",,,Complete,,,
352,,,Yes,2018-10-03,Route,2014-04-02,Twinkie,5.12a,5.12a,,,,,17,Sport,"Red Point",,,"Second Go",,,,"Red River Gorge",Phantasia,,,Complete,,,
353,,,Yes,2018-10-03,Route,2014-04-02,"Creature Feature",5.9,5.9,,,,,8,Sport,Flash,,,,,,,"Red River Gorge",Phantasia,,,Complete,,,
354,,,Yes,2018-10-03,Route,2014-04-02,"Creep Show",5.10d,5.10d,,,,,12,Sport,Flash,,,,,,,"Red River Gorge",Phantasia,,,Complete,,,
355,,,Yes,2018-10-03,Route,2014-04-02,"Count Floyd Show",5.11b,5.11b,,,,,14,Sport,Flash,,,,,,,"Red River Gorge",Phantasia,,,Complete,,,
356,,,Yes,2018-10-03,Route,2014-04-19,"Discovering Sin",5.12c,5.12c,,,,,19,Sport,"Hang/Attempted - No Send",,,,,,,"Jackson Falls","Lovely Tower",,,Complete,,,
357,,,Yes,2018-10-03,Route,2014-04-19,"Umbrella Girl",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Royal Arches",,,Complete,,,
358,,,Yes,2018-10-03,Route,2014-04-19,"Hidden Treasure",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Lovely Tower",,,Complete,,,
359,,,Yes,2018-10-03,Route,2014-04-19,"Umbrella Girl",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Royal Arches",,,Complete,,,
360,,,Yes,2018-10-03,Route,2014-04-20,"Who Needs Friends",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Beaver Wall",,,Complete,,,
361,,,Yes,2018-10-03,Route,2014-04-20,"Tazmanian Devil",5.12b,5.12b,,,,,18,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Beave Wall",,,Complete,,,
362,,,Yes,2018-10-03,Route,2014-04-20,"Who Needs Friends",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Beaver Wall",,,Complete,,,
363,,,Yes,2018-10-03,Route,2014-04-20,"Everybody Needs Friends",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Beaver Wall",,,Complete,,,
364,,,Yes,2018-10-03,Route,2014-05-02,"El Che",5.12b,5.12b,,,,,18,Sport,"Red Point",,Repeat,,,,,"Castle Rock","Predator Wall",,,Complete,,,
365,,,Yes,2018-10-03,Route,2014-05-02,"Wish I Was Trad",5.11c,5.11c,,,,,15,Sport,Onsight,,,,,,,"Castle Rock","Predator Wall",,,Complete,,,
366,,,Yes,2018-10-03,Route,2014-05-02,Drifters,5.12a,5.12a,,,,,17,Sport,Onsight,,,,,,,"Castle Rock","Bonny and Clyde Wall",,,Complete,,,
367,,,Yes,2018-10-03,Route,2014-05-31,"Three Wishes",5.13b,5.13b,,,,,22,Sport,"Red Point",,,,,,,"Kings Bluff","Lonesome Wall",,,Complete,,,
368,,,Yes,2018-10-03,Route,2014-07-12,"Rocking Chair",5.9,5.9,,,,,8,Sport,Onsight,,,,,, ,Obed,"Lilly Bluff",,,Complete,,,
369,,,Yes,2018-10-03,Route,2014-07-12,"Last Laugh",5.10c,5.10c,,,,,11,Sport,Onsight,,,,,, ,Obed,"Lilly Bluff",,,Complete,,,
370,,,Yes,2018-10-03,Route,2014-07-13,Heresy,5.11c,5.11c,,,,,15,Sport,"Red Point",,,,,,,Obed,"Lilly Bluff",,,Complete,,,
371,,,Yes,2018-10-03,Route,2014-07-13,"Dirty Deeds",5.10a,5.10a,,,,,9,Sport,Flash,,,,,,,Obed,"Lilly Bluff",,,Complete,,,
372,,,Yes,2018-10-03,Route,2014-07-13,"First Laugh",5.10c,5.10c,,,,,11,Sport,Onsight,,,,,,,Obed,"Lilly Bluff",,,Complete,,,
373,,,Yes,2018-10-03,Route,2014-09-18,"Lost Innocence",5.12c,5.12c,,,,,19,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Lovely Tower",,,Complete,,,
374,,,Yes,2018-10-03,Route,2014-09-24,"Horny Goatweed",5.11a,5.11a,,,,,13,Sport,Onsight,,,,,,,"Horseshoe Canyon Ranch","North Forty",,,Complete,,,
375,,,Yes,2018-10-03,Route,2014-09-24,"Lavender Eye",5.12a,5.12a,,,,,17,Sport,"Red Point",,,,,,,"Horseshoe Canyon Ranch","North Forty",,,Complete,,,
376,,,Yes,2018-10-03,Route,2014-09-24,"Around the Fur",5.8,5.8,,,,,7,Sport,Flash,,,,,, ,"Horseshoe Canyon Ranch","North Forty",,,Complete,,,
377,,,Yes,2018-10-03,Route,2014-09-24,"Sour Girl",5.10b,5.10b,,,,,10,Sport,Flash,,,,,, ,"Horseshoe Canyon Ranch","North Forty",,,Complete,,,
378,,,Yes,2018-10-03,Route,2014-09-24,Jackhole,5.9,5.9,,,,,8,Sport,Flash,,,,,, ,"Horseshoe Canyon Ranch","North Forty",,,Complete,,,
379,,,Yes,2018-10-03,Route,2014-09-24,Kurbcheck,5.9,5.9,,,,,8,Sport,Onsight,,,,,, ,"Horseshoe Canyon Ranch","North Forty",,,Complete,,,
380,,,Yes,2018-10-03,Route,2014-09-24,"Harry Butthole Pussy Potter",5.9,5.9,,,,,8,Sport,Flash,,,,,, ,"Horseshoe Canyon Ranch","North Forty",,,Complete,,,
381,,,Yes,2018-10-03,Route,2014-09-25,Wormhole,5.10a,5.10a,,,,,9,Sport,Onsight,,,,,, ,"Cave Creek",,,,Complete,,,
382,,,Yes,2018-10-03,Route,2014-09-25,"Wizard and Glass",5.11a,5.11a,,,,,13,Sport,Onsight,,,,,,,"Cave Creek","Candy Mountain",,,Complete,,,
383,,,Yes,2018-10-03,Route,2014-09-28,"Blade Loafer",5.10c,5.10c,,,,,11,Sport,Onsight,,,,,, ,Obed,"Lilly Bluff",,,Complete,,,
384,,,Yes,2018-10-03,Route,2014-09-28,"Body Hammer",5.12a,5.12a,,,,,17,Sport,Flash,,,,,,,Obed,"Lilly Bluff",,,Complete,,,
385,,,Yes,2018-10-03,Route,2014-09-28,Gangsta,5.12a,5.12a,,,,,17,Sport,"Red Point",,,,,,,Obed,"Lilly Bluff",,,Complete,,,
386,,,Yes,2018-10-03,Route,2014-09-28,"Ticks are for Kids",5.10a,5.10a,,,,,9,Sport,Flash,,,,,, ,Obed,"Lilly Bluff",,,Complete,,,
387,,,Yes,2018-10-03,Route,2014-10-18,Solstice,5.12a,5.12a,,,,,17,Sport,"Red Point",,,"Second Go",,,,Obed,"South Clear Creek",,,Complete,,,
388,,,Yes,2018-10-03,Route,2014-10-18,"Super Final",5.12b,5.12b,,,,,18,Sport,"Red Point",,,"Second Go",,,,Obed,"South Clear Creek",,,Complete,,,
389,,,Yes,2018-10-03,Route,2014-10-25,"La Pistola",5.12a,5.12a,,,,,17,Sport,"Red Point",,,"Second Go",,,,"Foster Falls",Jimmwood,,,Complete,,,
390,,,Yes,2018-10-03,Route,2014-10-25,"Witchy Woman",5.10c,5.10c,,,,,11,Sport,"Red Point",,,"Second Go",,, ,"Foster Falls","Rocket Slab",,,Complete,,,
391,,,Yes,2018-10-03,Route,2014-10-25,Moonscape,5.10b,5.10b,,,,,10,Sport,"Red Point",,,"Second Go",,, ,"Foster Falls","Gutbuster Area",,,Complete,,,
392,,,Yes,2018-10-03,Route,2014-10-25,"Rode Hard, Put Away Wet",5.10b,5.10b,,,,,10,Sport,Onsight,,,,,, ,"Foster Falls","Rocket Slab",,,Complete,,,
393,,,Yes,2018-10-03,Route,2014-10-26,Yazuka,5.12b,5.12b,,,,,18,Sport,"Red Point",,,,,,,Obed,"Lilly Bluff",,,Complete,,,
394,,,Yes,2018-10-03,Route,2014-10-26,Paraphernalia,5.10b,5.10b,,,,,10,Sport,Onsight,,,,,, ,Obed,"Lilly Bluff",,,Complete,,,
395,,,Yes,2018-10-03,Route,2014-10-26,Whippersnapper,5.11a,5.11a,,,,,13,Sport,Onsight,,,,,, ,Obed,"Lilly Bluff",,,Complete,,,
396,,,Yes,2018-10-03,Route,2014-11-03,Predator,5.12c,5.12c,,,,,19,Sport,"Red Point",,,,,,,"Castle Rock","Predator Wall",,,Complete,,,
397,,,Yes,2018-10-03,Route,2014-11-10,"Stun Gun",5.12a,5.12a,,,,,17,Sport,Flash,,,,,,,"Foster Falls","White Wall",,,Complete,,,
398,,,Yes,2018-10-03,Route,2014-11-10,Framed,5.12a,5.12a,,,,,17,Sport,Flash,,,,,,,"Foster Falls","Crime Butress",,,Complete,,,
399,,,Yes,2018-10-03,Route,2014-11-25,"Touch My Self",5.12a,5.12a,,,,,17,Sport,"Red Point",,,"Second Go",,,,"Jackson Falls","Black Sheep Boulder",,,Complete,,,
400,,,Yes,2018-10-03,Route,2014-12-14,Radline,5.12d,5.12d,,,,,20,Sport,"Red Point",,,,,,,"Castle Rock","Predator Wall",,,Complete,,,
401,,,Yes,2018-10-03,Route,2014-12-14,Tallboy,5.10a,5.10a,,,,,9,Sport,Flash,,,,,, ,"Castle Rock","North End",,,Complete,,,
402,,,Yes,2018-10-03,Route,2015-02-05,"Nasty Light",5.11c,5.11c,,,,,15,Sport,Onsight,,,,,,"5.11+ in Mountain Project","Castle Rock","Main Area",,,Complete,,,
403,,,Yes,2018-10-03,Route,2015-03-18,"Story of my Life",5.11b,5.11b,,,,,14,Sport,Onsight,,,,,, ,"Foster Falls",Jimmywood,,,Complete,,,
404,,,Yes,2018-10-03,Route,2015-03-18,"Finger Puppets",5.11a,5.11a,,,,,13,Sport,Onsight,,,,,, ,"Foster Falls",Jimmywood,,,Complete,,,
405,,,Yes,2018-10-03,Route,2015-03-25,"American Crack",5.6,5.6,,,,,5,Trad,Onsight,,,,,, ,"Red River Gorge","Fortress Wall",,,Complete,,,
406,,,Yes,2018-10-03,Route,2015-03-25,"Party Time",5.7,5.7,,,,,6,Trad,Onsight,,,,,, ,"Red River Gorge","Fortress Wall",,,Complete,,,
407,,,Yes,2018-10-03,Route,2015-03-25,"Bedtime for Bonzo",5.6,5.6,,,,,5,Trad,Onsight,,,,,, ,"Red River Gorge","Fortress Wall",,,Complete,,,
408,,,Yes,2018-10-03,Route,2015-03-25,"Bombs Bursting",5.8,5.8,,,,,7,Trad,Onsight,,,,,, ,"Red River Gorge","Fortress Wall",,,Complete,,,
409,,,Yes,2018-10-03,Route,2015-04-15,"Bathtub Mary",5.11a,5.11a,,,,,13,Sport,Onsight,,,,,, ,"Red River Gorge","Muir Valley, The Arsenal",,,Complete,,,
410,,,Yes,2018-10-03,Route,2015-04-15,Hippocrite,5.12a,5.12a,,,,,17,Sport,Onsight,,,,,,,"Red River Gorge","The Zoo",,,Complete,,,
411,,,Yes,2018-10-03,Route,2015-04-15,"Monkey in the Middle",5.11a,5.11a,,,,,13,Sport,Flash,,,,,, ,"Red River Gorge","The Zoo",,,Complete,,,
412,,,Yes,2018-10-03,Route,2015-04-15,Picador,5.11b,5.11b,,,,,14,Sport,Onsight,,,,,,,"Red River Gorge","Muir Valley, The Arsenal",,,Complete,,,
413,,,Yes,2018-10-03,Route,2015-04-15,"Scar Tissue",5.12a,5.12a,,,,,17,Sport,Onsight,,,,,,,"Red River Gorge","The Zoo",,,Complete,,,
414,,,Yes,2018-10-03,Route,2015-04-23,"Moots Madness",5.10a,5.10a,,,,,9,Sport,Onsight,,,,,, ,"Red River Gorge","Muir Valley, The Hideout",,,Complete,,,
415,,,Yes,2018-10-03,Route,2015-04-23,"Special K",5.10c,5.10c,,,,,11,Sport,Onsight,,,,,, ,"Red River Gorge","Muir Valley, The Hideout",,,Complete,,,
416,,,Yes,2018-10-03,Route,2015-04-23,"Dance of the Druids",5.9,5.9,,,,,8,Sport,Onsight,,,,,, ,"Red River Gorge","Muir Valley, The Hideout",,,Complete,,,
417,,,Yes,2018-10-03,Route,2015-04-23,"Apotheosis Denied",5.11c,5.11c,,,,,15,Sport,Onsight,,,,,, ,"Red River Gorge","Muir Valley, The Hideout",,,Complete,,,
418,,,Yes,2018-10-03,Route,2015-04-23,Boltergeist,5.10a,5.10a,,,,,9,Sport,Onsight,,,,,, ,"Red River Gorge","Muir Valley, The Hideout",,,Complete,,,
419,,,Yes,2018-10-03,Route,2015-04-23,"Cruisin' for a Bruisin'",5.10d,5.10d,,,,,12,Sport,Onsight,,,,,, ,"Red River Gorge","Muir Valley, The Hideout",,,Complete,,,
420,,,Yes,2018-10-03,Route,2015-04-23,Earthsurfer,5.11d,5.11d,,,,,16,Sport,Onsight,,,,,,,"Red River Gorge","Muir Valley, The Hideout",,,Complete,,,
421,,,Yes,2018-10-03,Route,2015-04-23,"Mantle Peace",5.10d,5.10d,,,,,12,Sport,Onsight,,,,,, ,"Red River Gorge","Muir Valley, The Hideout",,,Complete,,,
422,,,Yes,2018-10-03,Route,2015-04-23,"Beware the Bear",5.10b,5.10b,,,,,10,Sport,Onsight,,,,,, ,"Red River Gorge","Muir Valley, The Hideout",,,Complete,,,
423,,,Yes,2018-10-03,Route,2015-04-23,"Preemptive Strike",5.10c,5.10c,,,,,11,Sport,Onsight,,,,,, ,"Red River Gorge","Muir Valley, The Hideout",,,Complete,,,
424,,,Yes,2018-10-03,Route,2015-04-23,"International Route of Pancakes",5.8,5.8,,,,,7,Sport,Onsight,,,,,, ,"Red River Gorge","Muir Valley, The Hideout",,,Complete,,,
425,,,Yes,2018-10-03,Route,2015-10-07,Glide,5.12a,5.12a,,,,,17,Sport,"Hang/Attempted - No Send",,,,,,,"Red River Gorge","Muir Valley, The Boneyard",,,Complete,,,
426,,,Yes,2018-10-03,Route,2015-10-07,"One-Armed Bandit",5.9,5.9,,,,,8,Sport,Onsight,,,,,, ,"Red River Gorge","Muir Valley, The Boneyard",,,Complete,,,
427,,,Yes,2018-10-03,Route,2015-10-07,"Abby Gabby Doo",5.8,5.8,,,,,7,Sport,Onsight,,,,,, ,"Red River Gorge","Muir Valley, The Boneyard",,,Complete,,,
428,,,Yes,2018-10-03,Route,2015-10-07,Cindarella,5.9,5.9,,,,,8,Sport,Onsight,,,,,, ,"Red River Gorge","Muir Valley, The Boneyard",,,Complete,,,
429,,,Yes,2018-10-03,Route,2015-10-08,"Caver's Route","< 5.4","< 5.4",,,,,2,Mixed,Onsight,,,,,,,"Red River Gorge","Tower Rock",,,Complete,,,
430,,,Yes,2018-10-03,Route,2015-10-22,"Wheatward Bound",5.12b,5.12b,,,,,18,Sport,"Red Point",,,,,,,Obed,"Lilly Bluff",,,Complete,,,
431,,,Yes,2018-10-03,Route,2015-11-15,"Hidden Treasure",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Lovely Tower",,,Complete,,,
432,,,Yes,2018-10-03,Route,2015-11-15,"Detox Mountain",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Hidden Peaks",,,Complete,,,
433,,,Yes,2018-10-03,Route,2015-12-05,"Space Cowboy",5.12b,5.12b,,,,,18,Sport,"Red Point",,,"Second Go",,,,"Jackson Falls","The Ranch",,,Complete,,,
434,,,Yes,2018-10-03,Route,2015-12-05,"The Carpenter",5.11a,5.11a,,,,,13,Sport,Flash,,,,,,,"Jackson Falls","Hidden Peaks",,,Complete,,,
435,,,Yes,2018-10-03,Route,2015-12-06,"Hidden Treasure",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Lovely Tower",,,Complete,,,
436,,,Yes,2018-10-03,Route,2015-12-06,"Who Needs Friends",5.12a,5.12a,,,,,17,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Beaver Wall",,,Complete,,,
437,,,Yes,2018-10-03,Route,2015-12-06,"Frizzel Fry",5.12b,5.12b,,,,,18,Sport,"Red Point",,Repeat,,,,,"Jackson Falls","Beaver Wall",,,Complete,,,
